Date,Open*,High,Low,Close**,Volume,Market Cap,Averages,Price in SATS,Bitcoin Price
14-Feb-20,15.13,16.68,14.91,16.68,"1,112,141,628","1,176,297,574",15.795,0.00216319,"10,223.77"
13-Feb-20,14.82,15.83,14.61,15.12,"1,092,356,281","1,066,803,639",15.22,0.002019142,"10,286.90"
12-Feb-20,13.78,15.25,13.77,14.82,"971,758,364","1,045,676,817",14.51,0.001601681,"10,298.00"
11-Feb-20,13.6,13.9,13.02,13.78,"827,216,001","971,890,906",13.46,0.001986417,"9,969.69"
10-Feb-20,14.16,14.26,13.24,13.6,"958,758,640","959,036,478",13.75,0.001631247,"9,975.17"
9-Feb-20,12.68,14.14,12.68,14.14,"915,803,272","997,111,567",13.41,0.001996819,"9,989.92"
8-Feb-20,12.8,13.01,12.25,12.7,"719,998,979","895,964,826",12.63,0.001880515,"9,777.83"
7-Feb-20,12.9,13.22,12.69,12.79,"735,322,951","902,298,350",12.955,0.001286228,"9,780.36"
6-Feb-20,12.75,13.18,12.48,12.88,"689,359,977","908,227,133",12.83,0.002041641,"9,682.22"
5-Feb-20,12.17,12.86,12.1,12.75,"699,667,651","899,691,108",12.48,0.001948388,"9,432.50"
4-Feb-20,11.88,12.3,11.57,12.17,"525,024,477","858,792,142",11.935,0.001819482,"9,222.04"
3-Feb-20,12.07,12.27,11.78,11.88,"504,085,310","838,234,563",12.025,0.001509535,"9,394.50"
2-Feb-20,11.44,12.48,11.25,12.07,"610,120,618","851,110,871",11.865,0.001916208,"9,343.31"
1-Feb-20,11.48,11.62,11.23,11.44,"447,550,231","806,924,085",11.425,0.001544971,"9,376.28"
31-Jan-20,11.75,11.75,11.15,11.47,"474,698,228","809,033,027",11.45,0.001004469,"9,376.25"
30-Jan-20,11.24,11.8,10.93,11.74,"512,721,541","828,379,423",11.365,0.001240788,"9,392.02"
29-Jan-20,11.39,11.69,11.25,11.25,"470,616,230","793,310,167",11.47,0.001093517,"9,337.95"
28-Jan-20,11.12,11.39,11.03,11.38,"456,766,140","803,023,012",11.21,0.001456592,"9,133.52"
27-Jan-20,10.79,11.27,10.72,11.12,"486,387,846","784,454,525",10.995,0.000781875,"8,787.52"
26-Jan-20,10.37,10.79,10.31,10.79,"404,980,625","761,197,052",10.55,0.001286693,"8,463.95"
25-Jan-20,10.54,10.55,10.25,10.38,"385,598,906","732,042,427",10.4,0.000923189,"8,377.34"
24-Jan-20,10.6,10.67,10.18,10.54,"431,976,783","743,631,121",10.425,0.001485938,"8,390.76"
23-Jan-20,11.25,11.26,10.44,10.59,"469,032,837","747,269,106",10.85,0.001643643,"8,510.70"
22-Jan-20,11.21,11.36,11.15,11.24,"427,437,898","792,531,607",11.255,0.001645342,"8,714.87"
21-Jan-20,11.14,11.29,10.9,11.22,"439,099,246","791,311,089",11.095,0.000956866,"8,650.12"
20-Jan-20,11.23,11.33,10.87,11.14,"457,576,088","785,962,924",11.1,0.001394953,"8,653.03"
19-Jan-20,11.9,12.16,10.88,11.24,"565,130,675","792,985,473",11.52,0.001417939,"8,892.22"
18-Jan-20,11.88,12.3,11.35,11.9,"640,055,893","839,211,044",11.825,0.001339042,"8,919.77"
17-Jan-20,11.28,11.93,11.18,11.89,"613,650,220","838,848,785",11.555,0.001552323,"8,817.72"
16-Jan-20,11.41,11.55,10.78,11.27,"557,155,121","795,027,478",11.165,0.001706083,"8,729.28"
15-Jan-20,11.22,11.89,10.89,11.42,"688,138,212","805,615,914",11.39,0.001386671,"8,773.66"
14-Jan-20,10.06,11.57,10.04,11.24,"682,255,589","792,731,466",10.805,0.001316604,"8,510.22"
13-Jan-20,10.28,10.3,9.81,10.06,"403,409,327","709,734,345",10.055,0.001607461,"8,138.75"
12-Jan-20,9.72,10.41,9.67,10.27,"459,127,690","724,098,648",10.04,0.001541593,"8,104.56"
11-Jan-20,9.86,9.99,9.6,9.72,"423,065,242","685,741,235",9.795,0.000927355,"8,124.00"
10-Jan-20,9.44,9.86,9.09,9.86,"409,988,928","695,690,645",9.475,0.001480572,"7,946.66"
9-Jan-20,9.52,9.52,9.36,9.44,"357,091,292","665,893,525",9.44,0.001102497,"7,962.35"
8-Jan-20,9.82,10.1,9.43,9.53,"470,741,967","671,929,024",9.765,0.000896406,"8,176.76"
7-Jan-20,9.78,9.91,9.45,9.82,"479,929,669","692,822,056",9.68,0.000901182,"7,973.23"
6-Jan-20,9.08,9.82,9.07,9.77,"486,188,491","689,404,655",9.445,0.001116256,"7,595.58"
5-Jan-20,9.14,9.33,9.05,9.07,"406,708,915","639,703,566",9.19,0.002221921,"7,472.52"
4-Jan-20,8.89,9.15,8.82,9.15,"358,861,190","645,616,187",8.985,0.000844102,"7,368.45"
3-Jan-20,8.5,9.03,8.38,8.89,"371,142,358","626,917,156",8.705,0.001935459,"7,164.36"
2-Jan-20,8.85,8.85,8.44,8.49,"327,241,775","599,152,620",8.645,0.001074987,"7,073.72"
1-Jan-20,8.68,9,8.63,8.85,"340,927,447","624,197,831",8.815,0.000964882,"7,214.64"
31-Dec-19,9.02,9.08,8.63,8.69,"355,254,392","612,871,331",8.855,0.00107027,"7,252.54"
30-Dec-19,9.25,9.32,8.95,9.02,"383,434,459","636,276,389",9.135,0.001173973,"7,365.57"
29-Dec-19,8.79,9.39,8.77,9.25,"440,624,015","652,749,972",9.08,0.000539396,"7,396.91"
28-Dec-19,8.78,8.86,8.72,8.79,"343,732,112","620,317,955",8.79,0.001157105,"7,342.98"
27-Dec-19,8.56,8.87,8.55,8.78,"355,073,901","619,384,106",8.71,0.001003104,"7,276.73"
26-Dec-19,8.69,8.79,8.56,8.56,"366,442,609","603,779,090",8.675,0.001352249,"7,294.35"
25-Dec-19,8.79,8.8,8.53,8.69,"386,405,336","613,130,765",8.665,0.000765165,"7,289.01"
24-Dec-19,8.58,8.95,8.52,8.78,"412,815,357","619,159,028",8.735,0.000912791,"7,402.63"
23-Dec-19,8.92,9.02,8.57,8.59,"431,188,130","605,672,723",8.795,0.001437931,"7,491.19"
22-Dec-19,8.56,8.92,8.56,8.92,"407,879,217","628,873,655",8.74,0.001353163,"7,342.61"
21-Dec-19,8.66,8.66,8.48,8.56,"363,824,020","603,956,214",8.57,0.000755385,"7,167.99"
20-Dec-19,8.66,8.72,8.54,8.65,"380,714,679","610,463,412",8.63,0.000924951,"7,172.02"
19-Dec-19,8.81,8.87,8.49,8.67,"405,643,371","611,376,701",8.68,0.000922085,"7,193.99"
18-Dec-19,7.9,8.87,7.83,8.8,"511,424,967","621,082,813",8.35,0.001285131,"6,932.52"
17-Dec-19,8.4,8.44,7.8,7.9,"423,480,194","556,951,504",8.12,0.000932024,"6,776.02"
16-Dec-19,8.97,9.03,8.35,8.4,"436,140,051","592,532,816",8.69,0.001360424,"7,037.43"
15-Dec-19,8.87,9.02,8.51,8.96,"426,974,845","632,257,321",8.765,0.00109955,"7,052.73"
14-Dec-19,8.91,9.18,8.75,8.87,"442,529,018","625,432,901",8.965,0.001387212,"7,203.03"
13-Dec-19,8.68,9.13,8.63,8.91,"427,290,538","628,843,465",8.88,0.000829713,"7,260.34"
12-Dec-19,8.54,8.69,8.41,8.67,"452,828,640","611,747,342",8.55,0.001136078,"7,215.69"
11-Dec-19,8.62,8.73,8.47,8.54,"299,233,990","602,715,080",8.6,0.000612379,"7,259.85"
10-Dec-19,8.79,8.79,8.52,8.62,"307,202,597","607,764,044",8.655,0.001367644,"7,335.03"
9-Dec-19,9.09,9.15,8.73,8.79,"292,727,008","619,772,885",8.94,0.001426574,"7,492.04"
8-Dec-19,8.99,9.22,8.87,9.09,"305,831,753","641,236,530",9.045,0.001128505,"7,555.35"
7-Dec-19,8.77,9.26,8.77,8.99,"332,957,949","634,037,458",9.015,0.001067599,"7,557.83"
6-Dec-19,8.82,8.86,8.68,8.77,"297,307,062","618,481,282",8.77,0.001386573,"7,469.59"
5-Dec-19,8.7,9.08,8.57,8.81,"328,984,103","621,448,861",8.825,0.00108874,"7,488.06"
4-Dec-19,8.99,9.09,8.63,8.72,"335,103,295","614,878,794",8.86,0.001084605,"7,355.35"
3-Dec-19,8.97,9.19,8.82,8.99,"303,309,098","634,275,741",9.005,0.00136677,"7,324.11"
2-Dec-19,9.28,9.36,8.86,8.97,"335,056,258","632,766,865",9.11,0.001432149,"7,354.11"
1-Dec-19,9.37,9.5,8.98,9.29,"313,468,750","655,229,253",9.24,0.001409079,"7,431.48"
30-Nov-19,9.77,9.89,9.27,9.38,"367,196,454","661,333,408",9.58,0.001348477,"7,675.98"
29-Nov-19,9.33,9.9,9.32,9.76,"381,982,780","688,774,821",9.61,0.00069187,"7,620.97"
28-Nov-19,9.49,9.65,9.3,9.32,"349,185,109","657,404,641",9.475,0.001477861,"7,592.10"
27-Nov-19,9.31,9.69,8.86,9.49,"410,238,361","669,553,971",9.275,0.001508543,"7,296.93"
26-Nov-19,9.13,9.41,9.03,9.34,"372,281,335","659,096,090",9.22,0.001042846,"7,209.40"
25-Nov-19,9.16,9.51,8.41,9.13,"446,997,610","644,270,091",8.96,0.000971982,"6,968.52"
24-Nov-19,10.14,10.14,9.15,9.15,"400,062,693","645,495,988",9.645,0.00146639,"7,218.94"
23-Nov-19,9.7,10.17,9.52,10.14,"434,460,433","715,096,285",9.845,0.001529344,"7,296.84"
22-Nov-19,11.06,11.19,9.38,9.7,"543,155,922","683,948,868",10.285,0.001060015,"7,317.05"
21-Nov-19,11.55,11.59,10.67,11.06,"504,284,931","780,164,032",11.13,0.001692809,"7,853.74"
20-Nov-19,11.8,12.1,11.42,11.55,"485,322,430","814,828,656",11.76,0.001599995,"8,123.88"
19-Nov-19,11.48,11.86,11.17,11.79,"498,226,128","831,577,955",11.515,0.001051713,"8,254.24"
18-Nov-19,12.17,12.18,11.26,11.48,"468,423,965","810,097,168",11.72,0.001514506,"8,463.43"
17-Nov-19,12.47,12.48,12.1,12.17,"411,707,985","858,760,423",12.29,0.00178298,"8,614.38"
16-Nov-19,12.05,12.61,11.92,12.47,"423,454,412","879,858,648",12.265,0.001486697,"8,532.99"
15-Nov-19,12.73,12.94,11.88,12.05,"494,087,825","849,891,531",12.41,0.001828151,"8,607.86"
14-Nov-19,13.2,13.38,12.59,12.72,"544,059,923","896,961,112",12.985,0.001964656,"8,759.75"
13-Nov-19,12.14,13.42,12.02,13.2,"639,687,544","931,143,540",12.72,0.001262599,"8,799.25"
12-Nov-19,11.17,12.51,11.16,12.15,"682,544,643","856,946,892",11.835,0.001313271,"8,769.60"
11-Nov-19,11.05,11.42,10.67,11.17,"457,016,653","787,887,271",11.045,0.001834191,"8,890.95"
10-Nov-19,10.7,11.28,10.64,11.05,"422,163,610","779,188,900",10.96,0.001256755,"8,955.00"
9-Nov-19,10.66,10.82,10.6,10.69,"355,876,094","754,069,959",10.71,0.001573056,"8,842.49"
8-Nov-19,11.19,11.22,10.49,10.67,"435,911,575","752,520,436",10.855,0.001390454,"9,024.15"
7-Nov-19,11.1,11.23,10.81,11.2,"446,206,619","789,893,852",11.02,0.001729653,"9,285.42"
6-Nov-19,11.18,11.36,11.01,11.1,"458,272,027","783,131,127",11.185,0.000979289,"9,364.58"
5-Nov-19,11.46,11.46,11.04,11.18,"510,035,838","788,868,269",11.25,0.001249403,"9,357.18"
4-Nov-19,11.07,11.66,10.99,11.46,"534,808,365","808,054,262",11.325,0.001418713,"9,348.27"
3-Nov-19,11.02,11.17,10.75,11.07,"463,777,668","781,207,003",10.96,0.001499613,"9,260.53"
2-Nov-19,10.65,11.32,10.64,11.02,"532,232,113","777,315,201",10.98,0.001295752,"9,313.54"
1-Nov-19,10.62,10.73,10.37,10.65,"461,750,014","751,172,316",10.55,0.001569563,"9,203.86"
31-Oct-19,11.28,11.38,10.3,10.62,"559,840,042","749,249,755",10.84,0.001423706,"9,205.94"
30-Oct-19,10.79,11.53,10.18,11.26,"646,768,897","794,599,652",10.855,0.001667375,"9,256.12"
29-Oct-19,10.78,11.31,10.44,10.77,"586,713,879","759,982,280",10.875,0.002848145,"9,374.42"
28-Oct-19,11.54,13.18,10.49,10.78,"970,711,177","760,679,061",11.835,0.003418268,"9,530.64"
27-Oct-19,9.09,12.32,9.09,11.54,"1,153,240,925","814,128,670",10.705,0.001090656,"9,431.04"
26-Oct-19,7.81,9.07,7.81,9.06,"601,179,932","639,124,612",8.44,0.0009194,"9,342.18"
25-Oct-19,7.05,7.82,6.91,7.81,"335,186,191","550,904,572",7.365,0.001135603,"8,085.76"
24-Oct-19,6.92,7.12,6.82,7.04,"229,632,843","496,881,975",6.97,0.000689353,"7,489.93"
23-Oct-19,7.3,7.31,6.77,6.93,"257,772,716","488,566,666",7.04,0.000957449,"7,781.16"
22-Oct-19,7.43,7.53,7.3,7.3,"230,969,582","515,099,459",7.415,0.000990646,"8,185.56"
21-Oct-19,7.32,7.47,7.25,7.43,"240,894,924","524,010,859",7.36,0.000829419,"8,246.56"
20-Oct-19,7.16,7.38,7.1,7.32,"217,855,921","516,543,260",7.24,0.00114198,"8,115.63"
19-Oct-19,7.14,7.22,7.1,7.16,"209,238,234","504,755,827",7.16,0.000754221,"8,013.71"
18-Oct-19,7.29,7.34,7.03,7.13,"227,534,484","502,976,612",7.185,0.000752313,"8,020.29"
17-Oct-19,7.05,7.29,6.95,7.29,"227,322,674","513,996,110",7.12,0.001048707,"8,067.89"
16-Oct-19,7.41,7.48,6.89,7.05,"260,428,217","496,963,710",7.185,0.001080901,"8,100.95"
15-Oct-19,7.51,7.59,7.31,7.4,"253,780,233","522,214,540",7.45,0.001067943,"8,296.71"
14-Oct-19,7.35,7.5,7.33,7.47,"236,139,714","526,945,921",7.415,0.000987872,"8,337.17"
13-Oct-19,7.29,7.51,7.27,7.35,"226,085,348","518,535,834",7.39,0.000840926,"8,373.80"
12-Oct-19,7.31,7.44,7.26,7.3,"233,242,583","514,654,844",7.35,0.000939687,"8,364.29"
11-Oct-19,7.51,7.61,7.3,7.31,"263,183,654","515,581,815",7.455,0.000979918,"8,518.98"
10-Oct-19,7.8,7.81,7.42,7.51,"263,834,330","529,840,871",7.615,0.001242354,"8,548.60"
9-Oct-19,7.56,7.82,7.46,7.8,"285,281,425","550,109,041",7.64,0.001198086,"8,398.51"
8-Oct-19,7.53,7.62,7.39,7.56,"219,794,931","533,365,683",7.505,0.00105158,"8,259.24"
7-Oct-19,7.24,7.59,7.18,7.52,"258,797,335","530,480,482",7.385,0.000967003,"8,107.11"
6-Oct-19,7.37,7.41,7.16,7.24,"229,672,034","510,992,646",7.285,0.000619589,"8,060.13"
5-Oct-19,7.43,7.47,7.25,7.36,"228,270,593","519,156,687",7.36,0.000949138,"8,143.33"
4-Oct-19,7.37,7.52,7.28,7.43,"238,289,706","524,214,242",7.4,0.000863925,"8,205.65"
3-Oct-19,7.66,7.67,7.25,7.36,"234,976,156","519,453,176",7.46,0.000699045,"8,280.34"
2-Oct-19,7.53,7.67,7.4,7.67,"248,434,248","540,742,563",7.535,0.000853838,"8,310.37"
1-Oct-19,7.6,8.02,7.51,7.53,"297,675,738","531,422,540",7.765,0.001457618,"8,365.19"
30-Sep-19,7.18,7.6,7,7.6,"307,006,068","536,176,066",7.3,0.001127596,"8,072.50"
29-Sep-19,7.37,7.38,7.04,7.18,"262,781,713","506,745,353",7.21,0.000892363,"8,126.11"
28-Sep-19,7.4,7.57,7.26,7.37,"272,160,071","520,220,232",7.415,0.000851417,"8,205.53"
27-Sep-19,7.18,7.48,7.07,7.39,"296,984,930","521,071,247",7.275,0.000902059,"8,118.72"
26-Sep-19,7.49,7.53,6.83,7.18,"313,793,759","506,443,030",7.18,0.000823044,"8,205.66"
25-Sep-19,7.32,7.6,7.04,7.5,"339,839,046","529,094,606",7.32,0.001478795,"8,535.12"
24-Sep-19,8.66,8.79,7.12,7.32,"340,879,542","516,448,197",7.955,0.001433574,"9,087.56"
23-Sep-19,9.13,9.15,8.65,8.66,"269,956,482","610,759,543",8.9,0.002079733,"9,900.69"
22-Sep-19,9.45,9.45,9.07,9.12,"267,115,363","643,616,174",9.26,0.001116304,"9,998.49"
21-Sep-19,9.56,9.66,9.42,9.45,"263,220,495","666,633,329",9.54,0.000553412,"10,094.41"
20-Sep-19,9.76,9.79,9.4,9.55,"291,595,780","673,661,281",9.595,0.001235681,"10,209.03"
19-Sep-19,10.16,10.17,9.41,9.74,"366,588,908","687,354,952",9.79,0.002855605,"10,073.68"
18-Sep-19,9.58,10.34,9.57,10.15,"355,948,660","716,290,076",9.955,0.000860118,"10,233.70"
17-Sep-19,9.1,9.82,9.09,9.58,"320,017,640","675,511,639",9.455,0.001104082,"10,248.26"
16-Sep-19,9.12,9.26,8.96,9.09,"249,030,469","641,280,813",9.11,0.001401061,"10,288.31"
15-Sep-19,9.13,9.19,9.06,9.11,"221,001,646","642,481,534",9.125,0.001744127,"10,350.06"
14-Sep-19,8.96,9.19,8.92,9.13,"231,388,006","644,210,100",9.055,0.002206285,"10,356.91"
13-Sep-19,9.03,9.06,8.86,8.96,"221,836,448","632,317,580",8.96,0.001352967,"10,334.05"
12-Sep-19,8.84,9.06,8.78,9.04,"237,762,587","637,495,426",8.92,0.002506509,"10,270.75"
11-Sep-19,8.88,8.97,8.73,8.82,"237,069,094","622,279,987",8.85,0.001188654,"10,098.37"
10-Sep-19,9.13,9.21,8.78,8.87,"235,097,643","625,901,566",8.995,0.002391025,"10,207.46"
9-Sep-19,9.31,9.35,8.9,9.13,"251,167,103","644,141,112",9.125,0.002626765,"10,297.62"
8-Sep-19,9.13,9.33,9.05,9.3,"242,131,523","656,020,815",9.19,0.00203776,"10,502.37"
7-Sep-19,8.74,9.24,8.73,9.13,"246,660,018","643,766,785",8.985,0.000891412,"10,453.80"
6-Sep-19,9.01,9.28,8.7,8.74,"268,067,859","616,166,487",8.99,0.001438079,"10,595.53"
5-Sep-19,9.08,9.09,8.81,9.01,"237,600,624","635,253,717",8.95,0.001378461,"10,571.85"
4-Sep-19,9.3,9.31,9.02,9.09,"230,107,282","640,861,597",9.165,0.000639467,"10,598.68"
3-Sep-19,9.15,9.37,9.09,9.3,"241,655,994","655,888,043",9.23,0.001006319,"10,522.33"
2-Sep-19,8.8,9.23,8.77,9.15,"227,666,511","645,598,698",9,0.00140141,"10,063.62"
